Games_Updated_ID,Console,Game_Name,Review,Score
Games_Updated_ID_1911,PC,NBA 2K14,Great,8
Games_Updated_ID_1912,PC,Sonic Lost World,Mediocre,5
Games_Updated_ID_1913,PC,Montague's Mount,Terrible,2
Games_Updated_ID_1914,PC,Bionic Dues,Good,7
Games_Updated_ID_1915,PC,Grand Theft Auto V  - Southland Sprawl,Great,8
Games_Updated_ID_1916,PC,Salvation Prophecy,Mediocre,5
Games_Updated_ID_1917,PC,The Stanley Parable,Superb,9
Games_Updated_ID_1918,PC,PES 2014,Fair,6
Games_Updated_ID_1919,PC,Pro Evolution Soccer 2013,Great,8
Games_Updated_ID_1920,PC,Skylanders Swap Force,Good,7
Games_Updated_ID_1921,PC,Puppeteer,Superb,9
Games_Updated_ID_1922,PC,Mamorukun Curse,Good,7
Games_Updated_ID_1923,PC,Divinity: Dragon Commander,Great,8
Games_Updated_ID_1924,PC,"Papers, Please",Great,8
Games_Updated_ID_1925,PC,Cubetractor,Good,7
Games_Updated_ID_1926,PC,Europa Universalis IV,Superb,9
Games_Updated_ID_1927,PC,Tales of Xillia,Good,7
Games_Updated_ID_1928,PC,Space Hulk,Fair,6
Games_Updated_ID_1929,PC,Flashback,Poor,4
Games_Updated_ID_1930,PC,Saints Row IV,Good,7
Games_Updated_ID_1931,PC,Saints Row IV,Good,7
Games_Updated_ID_1932,PC,Hatsune Miku: Project Diva F,Good,7
Games_Updated_ID_1933,PC,Saints Row IV,Good,7
Games_Updated_ID_1934,PC,Kingdom Hearts HD 1.5 ReMIX,Good,7
Games_Updated_ID_1935,PC,Killzone: Mercenary,Good,7
Games_Updated_ID_1936,PC,Beyond: Two Souls,Superb,9
Games_Updated_ID_1937,PC,Total War: Rome II,Great,8
Games_Updated_ID_1938,PC,KickBeat,Good,7
Games_Updated_ID_1939,PC,Amnesia: A Machine for Pigs,Great,8
Games_Updated_ID_1940,PC,NHL 14,Fair,6
Games_Updated_ID_1941,PC,Diablo III,Great,8
Games_Updated_ID_1942,PC,Steamworld Dig,Good,7
Games_Updated_ID_1943,PC,Foul Play,Fair,6
Games_Updated_ID_1944,PC,Legend of Dungeon,Fair,6
Games_Updated_ID_1945,PC,Dragon Fantasy Book II,Bad,3
Games_Updated_ID_1946,PC,DuckTales Remastered,Poor,4
Games_Updated_ID_1947,PC,Payday 2,Good,7
Games_Updated_ID_1948,PC,Payday 2,Good,7
Games_Updated_ID_1949,PC,Divekick,Good,7
Games_Updated_ID_1950,PC,Divekick,Good,7
Games_Updated_ID_1951,PC,Guacamelee!,Superb,9
Games_Updated_ID_1952,PC,Guacamelee!,Superb,9
Games_Updated_ID_1953,PC,Guacamelee! El Diablo's Domain,Good,7
Games_Updated_ID_1954,PC,Guacamelee! El Diablo's Domain,Good,7
Games_Updated_ID_1955,PC,Guacamelee! Gold Edition,Superb,9
Games_Updated_ID_1956,PC,Disney Infinity,Fair,6
Games_Updated_ID_1957,PC,Race the Sun,Great,8
Games_Updated_ID_1958,PC,Castlevania: Lords of Shadow - Reverie,Fair,6
Games_Updated_ID_1959,PC,Castlevania: Lords of Shadow Ultimate Edition,Good,7
Games_Updated_ID_1960,PC,Marlow Briggs and the Mask of Death,Good,7
Games_Updated_ID_1961,PC,Doorways,Poor,4
Games_Updated_ID_1962,PC,Disgaea D2: A Brighter Darkness,Great,8
Games_Updated_ID_1963,PC,The Bureau: XCOM Declassified,Fair,6
Games_Updated_ID_1964,PC,The Bureau: XCOM Declassified,Fair,6
Games_Updated_ID_1965,PC,The Bureau: XCOM Declassified,Fair,6
Games_Updated_ID_1966,PC,Tom Clancy's Splinter Cell: Blacklist,Great,8
Games_Updated_ID_1967,PC,Tom Clancy's Splinter Cell: Blacklist,Great,8
Games_Updated_ID_1968,PC,Lost Planet 3,Mediocre,5
Games_Updated_ID_1969,PC,Lost Planet 3,Mediocre,5
Games_Updated_ID_1970,PC,Lost Planet 3,Mediocre,5
Games_Updated_ID_1971,PC,Card Hunter,Great,8
Games_Updated_ID_1972,PC,Teenage Mutant Ninja Turtles: Out of the Shadows,Bad,3
Games_Updated_ID_1973,PC,Disney Castle of Illusion HD,Good,7
Games_Updated_ID_1974,PC,Diablo III,Great,8
Games_Updated_ID_1975,PC,Gone Home,Superb,9
Games_Updated_ID_1976,PC,The Raven: Legacy of a Master Thief,Mediocre,5
Games_Updated_ID_1977,PC,Tomb Raider,Great,8
Games_Updated_ID_1978,PC,Scribblenauts Unmasked,Mediocre,5
Games_Updated_ID_1979,PC,Rain,Good,7
Games_Updated_ID_1980,PC,The Walking Dead: 400 Days - A Noble Experiment,Good,7
Games_Updated_ID_1981,PC,Tomb Raider,Great,8
Games_Updated_ID_1982,PC,Ibb and Obb,Good,7
Games_Updated_ID_1983,PC,Gears of War: Judgment,Good,7
Games_Updated_ID_1984,PC,R.I.P.D. The Game,Terrible,2
Games_Updated_ID_1985,PC,Fallen Enchantress: Legendary Heroes,Great,8
Games_Updated_ID_1986,PC,Doom,Bad,3
Games_Updated_ID_1987,PC,MechWarrior Online,Fair,6
Games_Updated_ID_1988,PC,Metro: Last Light,Superb,9
Games_Updated_ID_1989,PC,Alien Rage,Mediocre,5
Games_Updated_ID_1990,PC,Darksiders II,Great,8
Games_Updated_ID_1991,PC,Darksiders II,Great,8
Games_Updated_ID_1992,PC,Darksiders II,Great,8
Games_Updated_ID_1993,PC,Darksiders II,Great,8
Games_Updated_ID_1994,PC,Sly Cooper: Thieves in Time,Good,7
Games_Updated_ID_1995,PC,Uncharted 2 Siege Expansion Pack,Great,8
Games_Updated_ID_1996,PC,Giana Sisters: Twisted Dreams,Great,8
Games_Updated_ID_1997,PC,New Super Mario Bros. 2,Good,7
Games_Updated_ID_1998,PC,Red Dead Redemption: Undead Nightmare Pack,Great,8
Games_Updated_ID_1999,PC,The Legend of Zelda: A Link to the Past,Superb,9
Games_Updated_ID_2000,PC,Call of Duty 4,Good,7
Games_Updated_ID_2001,PC,The Incredible Adventures of Van Helsing,Good,7
Games_Updated_ID_2002,PC,Terraria,Great,8
Games_Updated_ID_2003,PC,Tokyo Jungle,Mediocre,5
Games_Updated_ID_2004,PC,Do Not Fall,Good,7
Games_Updated_ID_2005,PC,Dust: An Elysian Tail,Good,7
Games_Updated_ID_2006,PC,Crimson Skies: High Road to Revenge,Great,8
Games_Updated_ID_2007,PC,Call of Juarez: Gunslinger,Great,8
Games_Updated_ID_2008,PC,CastleStorm,Great,8
Games_Updated_ID_2009,PC,Half-Life 2,Great,8
Games_Updated_ID_2010,PC,The Elder Scrolls IV: Shivering Isles,Great,8
Games_Updated_ID_2011,PC,The Elder Scrolls IV: Shivering Isles,Great,8
Games_Updated_ID_2012,PC,Resident Evil 6,Poor,4
Games_Updated_ID_2013,PC,Resident Evil 6,Poor,4
Games_Updated_ID_2014,PC,Cloudberry Kingdom,Great,8
Games_Updated_ID_2015,PC,Far Cry 2,Great,8
Games_Updated_ID_2016,PC,Legacy of Kain: Soul Reaver,Superb,9
Games_Updated_ID_2017,PC,Armored Core: Verdict Day,Fair,6
Games_Updated_ID_2018,PC,Lollipop Chainsaw,Fair,6
Games_Updated_ID_2019,PC,Lollipop Chainsaw,Fair,6
Games_Updated_ID_2020,PC,Dragon Age: Origins - Witch Hunt,Mediocre,5
Games_Updated_ID_2021,PC,Dragon Age: Origins - Witch Hunt,Mediocre,5
Games_Updated_ID_2022,PC,Dragon Age: Origins - Witch Hunt,Mediocre,5
Games_Updated_ID_2023,PC,Charlie Murder,Good,7
Games_Updated_ID_2024,PC,Dragon Age II: Legacy,Mediocre,5
Games_Updated_ID_2025,PC,Dragon Age II: Legacy,Mediocre,5
Games_Updated_ID_2026,PC,Psychonauts,Great,8
Games_Updated_ID_2027,PC,Gunpoint,Good,7
Games_Updated_ID_2028,PC,The Walking Dead: 400 Days,Superb,9
Games_Updated_ID_2029,PC,The Walking Dead: 400 Days,Superb,9
Games_Updated_ID_2030,PC,Transformers: War for Cybertron,Fair,6
Games_Updated_ID_2031,PC,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Good,7
Games_Updated_ID_2032,PC,Max Payne 3,Superb,9
Games_Updated_ID_2033,PC,Limbo,Great,8
Games_Updated_ID_2034,PC,Spec Ops: The Line,Fair,6
Games_Updated_ID_2035,PC,Spec Ops: The Line,Fair,6
Games_Updated_ID_2036,PC,Spec Ops: The Line,Fair,6
Games_Updated_ID_2037,PC,Condemned 2: Bloodshot,Great,8
Games_Updated_ID_2038,PC,Mass Effect: Pinnacle Station,Poor,4
Games_Updated_ID_2039,PC,Fire Emblem: Awakening,Great,8
Games_Updated_ID_2040,PC,A.R.E.S. Extinction Agenda EX,Fair,6
Games_Updated_ID_2041,PC,Battlefield 2: Armored Fury,Good,7
Games_Updated_ID_2042,PC,Takedown: Red Sabre,Terrible,2
Games_Updated_ID_2043,PC,Sleeping Dogs,Great,8
Games_Updated_ID_2044,PC,Sleeping Dogs,Great,8
Games_Updated_ID_2045,PC,Sleeping Dogs,Great,8
Games_Updated_ID_2046,PC,Hotline Miami,Great,8
Games_Updated_ID_2047,PC,Hotline Miami,Great,8
Games_Updated_ID_2048,PC,Runner 2: Future Legend of Rhythm Alien,Superb,9
Games_Updated_ID_2049,PC,Runner 2: Future Legend of Rhythm Alien,Superb,9
Games_Updated_ID_2050,PC,RollerCoaster Tycoon,Good,7
Games_Updated_ID_2051,PC,ZombiU,Poor,4
Games_Updated_ID_2052,PC,Metro: Last Light,Superb,9
Games_Updated_ID_2053,PC,Metro: Last Light,Superb,9
Games_Updated_ID_2054,PC,Shadow Warrior,Good,7
Games_Updated_ID_2055,PC,Star Wars: The Old Republic - Rise of the Hutt Cartel,Good,7
Games_Updated_ID_2056,PC,Guild Wars 2,Superb,9
Games_Updated_ID_2057,PC,The Elder Scrolls V: Skyrim - Dawnguard,Good,7
Games_Updated_ID_2058,PC,Ultima Online Age of Shadows,Good,7
Games_Updated_ID_2059,PC,Dragon's Crown,Great,8
Games_Updated_ID_2060,PC,Borderlands 2,Great,8
Games_Updated_ID_2061,PC,Borderlands 2,Great,8
Games_Updated_ID_2062,PC,Call of Duty: Black Ops II,Great,8
Games_Updated_ID_2063,PC,Call of Duty: Black Ops II,Great,8
Games_Updated_ID_2064,PC,Sanctum 2,Great,8
Games_Updated_ID_2065,PC,Sanctum 2,Great,8
Games_Updated_ID_2066,PC,Call of Duty: Black Ops II,Great,8
Games_Updated_ID_2067,PC,Call of Duty: Black Ops II,Great,8
Games_Updated_ID_2068,PC,Mark of the Ninja,Great,8
Games_Updated_ID_2069,PC,Sniper Elite V2,Fair,6
Games_Updated_ID_2070,PC,Counter-Strike: Global Offensive,Great,8
Games_Updated_ID_2071,PC,Counter-Strike: Global Offensive,Great,8
Games_Updated_ID_2072,PC,Counter-Strike: Global Offensive,Great,8
Games_Updated_ID_2073,PC,Defiance,Fair,6
Games_Updated_ID_2074,PC,Defiance,Fair,6
Games_Updated_ID_2075,PC,Defiance,Fair,6
Games_Updated_ID_2076,PC,Dragon's Dogma,Great,8
Games_Updated_ID_2077,PC,Dragon's Dogma,Great,8
Games_Updated_ID_2078,PC,Dragon's Dogma: Dark Arisen,Good,7
Games_Updated_ID_2079,PC,DARK,Bad,3
Games_Updated_ID_2080,PC,Far Cry 3: Blood Dragon,Great,8
Games_Updated_ID_2081,PC,Far Cry 3: Blood Dragon,Great,8
Games_Updated_ID_2082,PC,Deadpool,Mediocre,5
Games_Updated_ID_2083,PC,Remember Me,Good,7
Games_Updated_ID_2084,PC,Remember Me,Good,7
Games_Updated_ID_2085,PC,Remember Me,Good,7
Games_Updated_ID_2086,PC,Naruto Shippuden: Ultimate Ninja Storm 3,Mediocre,5
Games_Updated_ID_2087,PC,Naruto Shippuden: Ultimate Ninja Storm 3,Fair,6
Games_Updated_ID_2088,PC,StarCraft II: Heart of the Swarm,Great,8
Games_Updated_ID_2089,PC,Crysis 3,Good,7
Games_Updated_ID_2090,PC,Crysis 3,Good,7
Games_Updated_ID_2091,PC,Crysis 3,Good,7
Games_Updated_ID_2092,PC,DmC: Devil May Cry,Great,8
Games_Updated_ID_2093,PC,DmC: Devil May Cry,Good,7
Games_Updated_ID_2094,PC,DmC: Devil May Cry - Vergil's Downfall,Good,7
Games_Updated_ID_2095,PC,God of War: Ascension,Great,8
Games_Updated_ID_2096,PC,Grid 2,Great,8
Games_Updated_ID_2097,PC,Devil Summoner: Soul Hackers,Good,7
Games_Updated_ID_2098,PC,LEGO City Undercover,Great,8
Games_Updated_ID_2099,PC,Dishonored,Superb,9
Games_Updated_ID_2100,PC,Dishonored,Superb,9
Games_Updated_ID_2101,PC,Dishonored,Superb,9
Games_Updated_ID_2102,PC,Dishonored: The Knife of Dunwall,Great,8
Games_Updated_ID_2103,PC,Dishonored: The Knife of Dunwall,Great,8
Games_Updated_ID_2104,PC,Dishonored: The Knife of Dunwall,Great,8
Games_Updated_ID_2105,PC,Mortal Kombat Komplete Edition,Great,8
Games_Updated_ID_2106,PC,Ni no Kuni: Wrath of the White Witch,Superb,9
Games_Updated_ID_2107,PC,Strike Suit Zero,Good,7
Games_Updated_ID_2108,PC,Shin Megami Tensei IV,Great,8
Games_Updated_ID_2109,PC,Company of Heroes 2,Good,7
Games_Updated_ID_2110,PC,State of Decay,Great,8
Games_Updated_ID_2111,PC,Monster Hunter 3 Ultimate,Good,7
Games_Updated_ID_2112,PC,Monster Hunter 3 Ultimate,Great,8
Games_Updated_ID_2113,PC,Injustice: Gods Among Us,Good,7
Games_Updated_ID_2114,PC,Injustice: Gods Among Us,Good,7
Games_Updated_ID_2115,PC,Dead Space 3,Great,8
Games_Updated_ID_2116,PC,Dead Space 3,Great,8
Games_Updated_ID_2117,PC,Dead Space 3: Awakened,Poor,4
Games_Updated_ID_2118,PC,Spelunky,Great,8
Games_Updated_ID_2119,PC,Rise of the Triad,Mediocre,5
Games_Updated_ID_2120,PC,Mario & Luigi: Dream Team,Great,8
Games_Updated_ID_2121,PC,Killer Is Dead,Mediocre,5
Games_Updated_ID_2122,PC,Shadowrun Returns,Good,7
Games_Updated_ID_2123,PC,Dragon's Crown,Great,8
Games_Updated_ID_2124,PC,Shelter,Good,7
Games_Updated_ID_2125,PC,Spycraft: The Great Game,Good,7
Games_Updated_ID_2126,PC,Open Me,Mediocre,5
Games_Updated_ID_2127,PC,Warframe  (2013),Fair,6
Games_Updated_ID_2128,PC,Pikmin 3,Great,8
Games_Updated_ID_2129,PC,Stealth Inc: A Clone in the Dark,Great,8
Games_Updated_ID_2130,PC,Time and Eternity,Bad,3
Games_Updated_ID_2131,PC,Guncraft,Good,7
Games_Updated_ID_2132,PC,Pacific Rim,Bad,3
Games_Updated_ID_2133,PC,Bleed,Good,7
Games_Updated_ID_2134,PC,Ride to Hell: Retribution,Abysmal,1
Games_Updated_ID_2135,PC,The Last Door,Good,7
Games_Updated_ID_2136,PC,NCAA Football 14,Fair,6
Games_Updated_ID_2137,PC,Project X Zone,Fair,6
Games_Updated_ID_2138,PC,Scourge: Outbreak,Terrible,2
Games_Updated_ID_2139,PC,Leisure Suit Larry: Reloaded,Poor,4
Games_Updated_ID_2140,PC,Wargame: AirLand Battle,Great,8
Games_Updated_ID_2141,PC,New Super Luigi U,Great,8
Games_Updated_ID_2142,PC,Game & Wario,Mediocre,5
Games_Updated_ID_2143,PC,Hotline Miami,Great,8
Games_Updated_ID_2144,PC,Magrunner: Dark Pulse,Good,7
Games_Updated_ID_2145,PC,Kentucky Route Zero - Act II,Great,8
Games_Updated_ID_2146,PC,Marvel Heroes,Mediocre,5
Games_Updated_ID_2147,PC,Fist Puncher,Good,7
Games_Updated_ID_2148,PC,The Night of the Rabbit,Good,7
Games_Updated_ID_2149,PC,7 Grand Steps,Good,7
Games_Updated_ID_2150,PC,Reus,Great,8
Games_Updated_ID_2151,PC,Animal Crossing: New Leaf,Great,8
Games_Updated_ID_2152,PC,Rush Bros.,Mediocre,5
Games_Updated_ID_2153,PC,Denpa Men 2: Beyond the Waves,Great,8
Games_Updated_ID_2154,PC,The Swapper,Great,8
Games_Updated_ID_2155,PC,Fuse,Good,7
Games_Updated_ID_2156,PC,Fuse,Good,7
Games_Updated_ID_2157,PC,Renaissance Heroes,Fair,6
Games_Updated_ID_2158,PC,Resident Evil: Revelations,Fair,6
Games_Updated_ID_2159,PC,Resident Evil: Revelations,Fair,6
Games_Updated_ID_2160,PC,Resident Evil: Revelations,Fair,6
Games_Updated_ID_2161,PC,Resident Evil: Revelations,Fair,6
Games_Updated_ID_2162,PC,Thunder Wolves,Good,7
Games_Updated_ID_2163,PC,Donkey Kong Country Returns 3D,Good,7
Games_Updated_ID_2164,PC,Anomaly 2,Great,8
Games_Updated_ID_2165,PC,Might & Magic Heroes VI - Shades of Darkness,Fair,6
Games_Updated_ID_2166,PC,Eador: Masters of the Broken World,Poor,4
Games_Updated_ID_2167,PC,StarDrive,Fair,6
Games_Updated_ID_2168,PC,Poker Night 2,Good,7
Games_Updated_ID_2169,PC,Leviathan: Warships,Fair,6
Games_Updated_ID_2170,PC,Strike Suit Infinity,Good,7
Games_Updated_ID_2171,PC,Deadly Premonition: The Director's Cut,Good,7
Games_Updated_ID_2172,PC,Battle for Graxia,Good,7
Games_Updated_ID_2173,PC,Zeno Clash II,Mediocre,5
Games_Updated_ID_2174,PC,Soul Sacrifice,Good,7
Games_Updated_ID_2175,PC,Star Trek The Video Game,Bad,3
Games_Updated_ID_2176,PC,Thomas Was Alone,Good,7
Games_Updated_ID_2177,PC,Thomas Was Alone,Good,7
Games_Updated_ID_2178,PC,God Mode,Fair,6
Games_Updated_ID_2179,PC,Dead Island: Riptide,Poor,4
Games_Updated_ID_2180,PC,Dead Island: Riptide,Poor,4
Games_Updated_ID_2181,PC,Monaco: What's Yours Is Mine,Good,7
Games_Updated_ID_2182,PC,Surgeon Simulator 2013,Great,8
Games_Updated_ID_2183,PC,ShootMania Storm,Good,7
Games_Updated_ID_2184,PC,Motocross Madness,Good,7
Games_Updated_ID_2185,PC,Papo & Yo,Good,7
Games_Updated_ID_2186,PC,Age of Empires II HD Edition,Mediocre,5
Games_Updated_ID_2187,PC,Evoland,Mediocre,5
Games_Updated_ID_2188,PC,Sang-Froid: Tales of Werewolves,Good,7
Games_Updated_ID_2189,PC,Terraria,Great,8
Games_Updated_ID_2190,PC,BattleBlock Theater,Great,8
Games_Updated_ID_2191,PC,Pokemon Mystery Dungeon: Gates to Infinity,Mediocre,5
Games_Updated_ID_2192,PC,Need for Speed: Most Wanted U,Good,7
Games_Updated_ID_2193,PC,Shattered Haven,Mediocre,5
Games_Updated_ID_2194,PC,HarmoKnight,Fair,6
Games_Updated_ID_2195,PC,Sniper: Ghost Warrior 2,Good,7
Games_Updated_ID_2196,PC,Army of Two: The Devil's Cartel,Mediocre,5
Games_Updated_ID_2197,PC,Army of Two: The Devil's Cartel,Mediocre,5
Games_Updated_ID_2198,PC,Tiger Woods PGA Tour 14,Good,7
Games_Updated_ID_2199,PC,Tiger Woods PGA Tour 14,Good,7
Games_Updated_ID_2200,PC,Alien Spidy,Poor,4
Games_Updated_ID_2201,PC,Starseed Pilgrim,Great,8
Games_Updated_ID_2202,PC,The Walking Dead: Survival Instinct,Poor,4
Games_Updated_ID_2203,PC,The Walking Dead: Survival Instinct,Poor,4
Games_Updated_ID_2204,PC,WRC Powerslide,Mediocre,5
Games_Updated_ID_2205,PC,Luigi's Mansion: Dark Moon,Fair,6
Games_Updated_ID_2206,PC,Worms: Battle Islands,Good,7
Games_Updated_ID_2207,PC,Sniper: Ghost Warrior 2,Good,7
Games_Updated_ID_2208,PC,Sniper: Ghost Warrior 2,Good,7
Games_Updated_ID_2209,PC,Etrian Odyssey IV,Great,8
Games_Updated_ID_2210,PC,Darkstalkers Resurrection,Great,8
Games_Updated_ID_2211,PC,Wizardry Online,Mediocre,5
Games_Updated_ID_2212,PC,MLB 13: The Show,Good,7
Games_Updated_ID_2213,PC,MLB 13: The Show,Great,8
Games_Updated_ID_2214,PC,MLB 2K13,Mediocre,5
Games_Updated_ID_2215,PC,MLB 2K13,Mediocre,5
Games_Updated_ID_2216,PC,Mass Effect 3: Citadel,Good,7
Games_Updated_ID_2217,PC,March of the Eagles,Good,7
Games_Updated_ID_2218,PC,Impire,Poor,4
Games_Updated_ID_2219,PC,Castlevania: Lords of Shadow - Mirror of Fate,Good,7
Games_Updated_ID_2220,PC,A Valley Without Wind 2,Great,8
Games_Updated_ID_2221,PC,Sniper Elite: Nazi Zombie Army,Fair,6
Games_Updated_ID_2222,PC,Brutal Legend,Good,7
Games_Updated_ID_2223,PC,The Bridge,Good,7
Games_Updated_ID_2224,PC,Oozi: Earth Adventure,Fair,6
Games_Updated_ID_2225,PC,Proteus,Great,8
Games_Updated_ID_2226,PC,Anodyne,Good,7
Games_Updated_ID_2227,PC,Aliens: Colonial Marines,Poor,4
Games_Updated_ID_2228,PC,Aliens: Colonial Marines,Poor,4
Games_Updated_ID_2229,PC,Akaneiro: Demon Hunters,Mediocre,5
Games_Updated_ID_2230,PC,Omerta: City of Gangsters,Poor,4
Games_Updated_ID_2231,PC,Retrovirus,Good,7
Games_Updated_ID_2232,PC,Antichamber,Great,8
Games_Updated_ID_2233,PC,Skulls of the Shogun,Good,7
Games_Updated_ID_2234,PC,Corpse Party: Book of Shadows,Good,7
Games_Updated_ID_2235,PC,The Cave,Good,7
Games_Updated_ID_2236,PC,The War Z,Terrible,2
Games_Updated_ID_2237,PC,Earth Defense Force 2017 Portable,Good,7
Games_Updated_ID_2238,PC,Cart Life,Good,7
Games_Updated_ID_2239,PC,Little Inferno,Good,7
Games_Updated_ID_2240,PC,Forge,Good,7
Games_Updated_ID_2241,PC,Chaos on Deponia,Good,7
Games_Updated_ID_2242,PC,Miasmata,Good,7
Games_Updated_ID_2243,PC,Black Knight Sword,Good,7
Games_Updated_ID_2244,PC,Trine 2: Director's Cut,Fair,6
Games_Updated_ID_2245,PC,Guardians of Middle-earth,Good,7
Games_Updated_ID_2246,PC,Baldur's Gate: Enhanced Edition,Fair,6
Games_Updated_ID_2247,PC,Far Cry 3,Superb,9
Games_Updated_ID_2248,PC,Far Cry 3,Superb,9
Games_Updated_ID_2249,PC,Far Cry 3,Superb,9
Games_Updated_ID_2250,PC,Mass Effect 3: Omega,Mediocre,5
Games_Updated_ID_2251,PC,Ratchet & Clank: Full Frontal Assault,Good,7
Games_Updated_ID_2252,PC,FIFA Soccer 13,Good,7
Games_Updated_ID_2253,PC,Scribblenauts Unlimited,Good,7
Games_Updated_ID_2254,PC,Call of Duty: Black Ops Declassified,Terrible,2
Games_Updated_ID_2255,PC,Mass Effect 3: Special Edition,Superb,9
Games_Updated_ID_2256,PC,Tank! Tank! Tank!,Poor,4
Games_Updated_ID_2257,PC,Disney Epic Mickey: Power of Illusion,Great,8
Games_Updated_ID_2258,PC,Ravaged,Fair,6
Games_Updated_ID_2259,PC,Lego The Lord of the Rings,Great,8
Games_Updated_ID_2260,PC,Batman: Arkham City - Armored Edition,Great,8
Games_Updated_ID_2261,PC,The Walking Dead: Episode 5 - No Time Left,Good,7
Games_Updated_ID_2262,PC,The Walking Dead: Episode 5 - No Time Left,Good,7
Games_Updated_ID_2263,PC,The Walking Dead: Episode 5 - No Time Left,Good,7
Games_Updated_ID_2264,PC,Persona 4 Golden,Superb,9
Games_Updated_ID_2265,PC,Sonic & All-Stars Racing Transformed,Great,8
Games_Updated_ID_2266,PC,Sonic & All-Stars Racing Transformed,Fair,6
Games_Updated_ID_2267,PC,Fallen Enchantress,Good,7
Games_Updated_ID_2268,PC,Sonic & All-Stars Racing Transformed,Great,8
Games_Updated_ID_2269,PC,Lego Harry Potter: Years 1-4,Great,8
Games_Updated_ID_2270,PC,PlayStation All-Stars Battle Royale,Fair,6
Games_Updated_ID_2271,PC,PlayStation All-Stars Battle Royale,Fair,6
Games_Updated_ID_2272,PC,Sing Party,Good,7
Games_Updated_ID_2273,PC,Ninja Gaiden 3: Razor's Edge,Fair,6
Games_Updated_ID_2274,PC,Karateka,Fair,6
Games_Updated_ID_2275,PC,Hitman: Absolution,Good,7
Games_Updated_ID_2276,PC,New Super Mario Bros. U,Great,8
Games_Updated_ID_2277,PC,Nintendo Land,Great,8
Games_Updated_ID_2278,PC,Epic Mickey 2: The Power of Two,Mediocre,5
Games_Updated_ID_2279,PC,Natural Selection 2,Great,8
Games_Updated_ID_2280,PC,Of Orcs and Men,Good,7
Games_Updated_ID_2281,PC,F1 Race Stars,Mediocre,5
Games_Updated_ID_2282,PC,F1 Race Stars,Mediocre,5
Games_Updated_ID_2283,PC,F1 Race Stars,Mediocre,5
Games_Updated_ID_2284,PC,Wonderbook: Book of Spells,Great,8
Games_Updated_ID_2285,PC,Paper Mario: Sticker Star,Good,7
Games_Updated_ID_2286,PC,Medal of Honor: Warfighter,Fair,6
Games_Updated_ID_2287,PC,Primal Carnage,Fair,6
Games_Updated_ID_2288,PC,Zero Escape: Virtue's Last Reward,Great,8
Games_Updated_ID_2289,PC,Pid,Good,7
Games_Updated_ID_2290,PC,Pid,Good,7
Games_Updated_ID_2291,PC,Little Big Planet Karting,Good,7
Games_Updated_ID_2292,PC,WWE '13,Great,8
Games_Updated_ID_2293,PC,Super Monkey Ball: Banana Blitz,Mediocre,5
Games_Updated_ID_2294,PC,Code of Princess,Good,7
Games_Updated_ID_2295,PC,Zone of the Enders: HD Collection,Mediocre,5
Games_Updated_ID_2296,PC,Zone of the Enders: HD Collection,Fair,6
Games_Updated_ID_2297,PC,Halo 4,Superb,9
Games_Updated_ID_2298,PC,Assassin's Creed III: Liberation,Fair,6
Games_Updated_ID_2299,PC,Need for Speed: Most Wanted,Good,7
Games_Updated_ID_2300,PC,Need for Speed: Most Wanted,Good,7
Games_Updated_ID_2301,PC,Painkiller: Hell & Damnation,Good,7
Games_Updated_ID_2302,PC,Football Manager 2013,Great,8
Games_Updated_ID_2303,PC,Medal of Honor: Warfighter,Fair,6
Games_Updated_ID_2304,PC,Zombie Driver HD,Fair,6
Games_Updated_ID_2305,PC,Lucius,Fair,6
Games_Updated_ID_2306,PC,World of Warcraft: Mists of Pandaria,Good,7
Games_Updated_ID_2307,PC,Zero Escape: Virtue's Last Reward,Great,8
Games_Updated_ID_2308,PC,Silent Hill: Book of Memories,Fair,6
Games_Updated_ID_2309,PC,Just Dance 4,Good,7
Games_Updated_ID_2310,PC,Just Dance 4,Good,7
Games_Updated_ID_2311,PC,Just Dance 4,Good,7
Games_Updated_ID_2312,PC,Happy Wars,Mediocre,5
Games_Updated_ID_2313,PC,007 Legends,Bad,3
Games_Updated_ID_2314,PC,007 Legends,Bad,3
Games_Updated_ID_2315,PC,Liberation Maiden,Great,8
Games_Updated_ID_2316,PC,Mugen Souls,Poor,4
Games_Updated_ID_2317,PC,Naughty Bear: Panic in Paradise,Mediocre,5
Games_Updated_ID_2318,PC,Derrick the Deathfin,Good,7
Games_Updated_ID_2319,PC,Dance Central 3,Great,8
Games_Updated_ID_2320,PC,The Unfinished Swan,Fair,6
Games_Updated_ID_2321,PC,Inazuma Eleven Strikers,Mediocre,5
Games_Updated_ID_2322,PC,Warlords,Mediocre,5
Games_Updated_ID_2323,PC,Professor Layton and the Miracle Mask,Great,8
Games_Updated_ID_2324,PC,Retro City Rampage,Good,7
Games_Updated_ID_2325,PC,Retro City Rampage,Good,7
Games_Updated_ID_2326,PC,NBA 2K13,Superb,9
Games_Updated_ID_2327,PC,NBA 2K13,Superb,9
Games_Updated_ID_2328,PC,The Walking Dead - Episode 4: Around Every Corner,Good,7
Games_Updated_ID_2329,PC,The Walking Dead - Episode 4: Around Every Corner,Good,7
Games_Updated_ID_2330,PC,The Walking Dead - Episode 4: Around Every Corner,Good,7
